11/26/2019 17:48:33 INFO 	Go Go Go!
11/26/2019 17:48:33 INFO 	Add a homogenized solution reference.
11/26/2019 17:48:33 INFO 	Add a homogenized solution reference.
11/26/2019 17:48:34 INFO 	Add a homogenized solution reference.
11/26/2019 17:48:34 INFO 	Add a homogenized solution reference.
11/26/2019 17:48:34 INFO 	Add a homogenized solution reference.
11/26/2019 17:48:34 INFO 	Add a homogenized solution reference.
11/26/2019 17:48:34 INFO 	Add a homogenized solution reference.
11/26/2019 17:48:34 INFO 	Add a homogenized solution reference.
11/26/2019 17:48:34 INFO 	Optimization step index=0, current object value=0.00936, opt cycle consuming time=0.024.
11/26/2019 17:48:34 INFO 	Optimization step index=1, current object value=0.00934, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=2, current object value=0.00932, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=3, current object value=0.00930, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=4, current object value=0.00928, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=5, current object value=0.00926, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=6, current object value=0.00924, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=7, current object value=0.00922, opt cycle consuming time=0.021.
11/26/2019 17:48:34 INFO 	Optimization step index=8, current object value=0.00920, opt cycle consuming time=0.027.
11/26/2019 17:48:34 INFO 	Optimization step index=9, current object value=0.00918, opt cycle consuming time=0.026.
11/26/2019 17:48:34 INFO 	Optimization step index=10, current object value=0.00916, opt cycle consuming time=0.021.
11/26/2019 17:48:34 INFO 	Optimization step index=11, current object value=0.00914, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=12, current object value=0.00912, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=13, current object value=0.00910, opt cycle consuming time=0.021.
11/26/2019 17:48:34 INFO 	Optimization step index=14, current object value=0.00908, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=15, current object value=0.00907, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=16, current object value=0.00905, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=17, current object value=0.00903, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=18, current object value=0.00901, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=19, current object value=0.00899, opt cycle consuming time=0.021.
11/26/2019 17:48:34 INFO 	Optimization step index=20, current object value=0.00897, opt cycle consuming time=0.021.
11/26/2019 17:48:34 INFO 	Optimization step index=21, current object value=0.00895, opt cycle consuming time=0.021.
11/26/2019 17:48:34 INFO 	Optimization step index=22, current object value=0.00894, opt cycle consuming time=0.022.
11/26/2019 17:48:34 INFO 	Optimization step index=23, current object value=0.00892, opt cycle consuming time=0.023.
11/26/2019 17:48:34 INFO 	Optimization step index=24, current object value=0.00890, opt cycle consuming time=0.028.
11/26/2019 17:48:34 INFO 	Optimization step index=25, current object value=0.00888, opt cycle consuming time=0.023.
11/26/2019 17:48:34 INFO 	Optimization step index=26, current object value=0.00886, opt cycle consuming time=0.021.
11/26/2019 17:48:34 INFO 	Optimization step index=27, current object value=0.00884, opt cycle consuming time=0.021.
11/26/2019 17:48:34 INFO 	Optimization step index=28, current object value=0.00883, opt cycle consuming time=0.021.
11/26/2019 17:48:34 INFO 	Optimization step index=29, current object value=0.00881, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=30, current object value=0.00879, opt cycle consuming time=0.021.
11/26/2019 17:48:34 INFO 	Optimization step index=31, current object value=0.00877, opt cycle consuming time=0.020.
11/26/2019 17:48:34 INFO 	Optimization step index=32, current object value=0.00876, opt cycle consuming time=0.021.
